index,post,label
2026,conservative whites really are no better than liberal whites when it comes to race that s why things have gotten so bad in the western world,0
2027,i did both but i keep watching us go extinct,0
2028,i dont even have any mood of going anywhere else than the stadium for some excersize and then back home,0
2029,i feel its over,0
2030,does it surprise you that jews promote faggotry,1
2031,it s another way to destroy hungarians on top of promoting music race mixing and pornography,1
2032,i have been talking about it for years the filthy muslims putting their sight on africa in some ways they are worst then blacks,1
2033,i guess it s time for a new update,0
2034,adrien holboth julia kovacs anita salata dora barkaszi zsofia buki beata frank eszter gulyas eniko halasz ramona kiss marta knoll szandra proksa,0
2035,hungary in ww2 for the justice,0
2036,youtube magyar királyi honvédség holding out for a hero egy h wehrmacht ss and hungarian troops 1944 carpathian front hq 2 1,0
2037,youtube magyar hadsereg bevonulása erdélybe kolozsvári dísszemle 1940 hungarian amry in transylvania youtube 1941 hungarian troops enter the ukraine youtube my great grandfather fought in the hungarian army during ww2,0
2038,he survived it only to watch his country once again get torn into bits and fall under communism which he fought against,0
2039,we will never understand the pain they must have felt,0
2040,i think the most sickening part of this mess is that there will be no closure but instead a dead dog being dragged around infecting people,0
2041,178 black teachers in apelanta conspired and changed black student s test answers to help them pass state exams,0
2042,https www stormfront org forum t814765,0
2043,i was a substitute teacher for the jackson mississippi public school system in the late 1990 s,0
2044,one school that stood out was an elementary schooli was sent to that was 100 black,0
2045,i was basically a babysitter and the apes went nuts and frankly i could not control them and had to press the panic button twice to get someone to help me,1
2046,lunch was surreal,0
2047,the kids were not allowed to talk,0
2048,this was enforced to control behavior,0
2049,went outside for recess and noticed two niglet boys being hostile and ready to rumble and i figured right that they jumped on each other after returning to class grabbing niglet number one hauling him outside and pressed that panic button again,1
2050,at 2 30 i was ready to go,0
2051,backed my car up and felt a thump,0
2052,oh s t without looking i hit one of their cars and now i am going to die but to my relief it was merely a light pole,0
2053,i met and saw a lot of these teachers who worked in these all black schools and some of their horror stories,0
2054,i also unfortuantely spent 7 8th grade in a 95 monkey house,1
2055,it wasnt really that dangerous perse just stinky and dumb with the poor 5 white kids the outcasts which made some of them hooligans and crazy,1
2056,i did feel for the white teachers and especially the white kids who went to the schools,0
2057,those pictures hit home for me and some of those comments on that page are overwhelmingly ignorant,0
2058,i could n t imagine living in those conditions with drugs and filthy negros everywhere,1
2059,here is the guy s blog from the radio station he works at,0
2060,i left a comment under his reply to the tea party video but i have to highlight it to be able to read it,0
